ReviewId,mentions
9640,pork
9641,oatmeal
9651,beef
9655,garlic
9655,cloves
9656,butter
9663,potatoes
9664,onions
9666,carrot
9666,parsnip
9671,parsley
9671,pepper
9673,sugar
9675,cauliflower
9701,potatoes
9701,pork
9704,fat
9712,celery
9712,cabbage
9712,bacon
9715,carrots
9715,corn
9715,orange
9716,pork
9721,egg
9725,apples
9734,water
9739,broth
9739,chicken
9740,calories
9740,orange
9743,carrots
9743,pepper
9745,peas
9745,chicken
9745,fat
9752,peas
9757,lemon
9759,garlic
9759,wine
9763,milk
9763,eggs
9795,chicken
9801,rum
9807,cheese
9809,cheese
9813,herbs
9822,milk
9827,salt
9827,potato
9827,cheese
9835,herbs
9841,salt
9841,broccoli
9841,pepper
9844,yogurt
9844,vanilla
9844,fat
9859,egg
9859,onions
9875,mushroom
9875,broth
9875,beef
9876,tomatoes
9877,cinnamon
9883,shrimp
9883,cheese
9883,pasta
9883,scallops
9886,fat
9886,butter
9888,mushrooms
9888,broccoli
9888,rotel
9888,tomatoes
9895,lemon
9895,parsley
9898,tomatoes
9899,rice
9899,chicken
9902,chicken
9905,onion
9905,onions
9907,potatoes
9914,calories
9919,ham
9919,turkey
9921,cauliflower
9921,eggs
9928,tomatoes
9930,egg
9939,mushrooms
9940,carrots
9940,carrot
9940,cabbage
9956,apples
9958,mushrooms
9961,sugar
9975,carrots
9975,potatoes
9995,cauliflower
9998,ham
9998,celery
9998,fat
10005,chicken
10008,garlic
10008,hamburger
10008,onions
10013,lamb
10014,cheese
10014,mustard
10019,lemon
10019,fat
10024,walnuts
10024,butter
10029,coffee
10036,lemon
10042,margarine
10045,wine
10045,scallops
10052,butter
10061,mushrooms
10061,garlic
10061,milk
10062,shrimp
10062,wine
10062,fat
10063,potatoes
10077,pepper
10077,potatoes
10077,cayenne
10083,garlic
10085,barley
10085,beef
10094,calories
10097,pork
10104,banana
10104,coconut
10114,tuna
10122,broth
10122,beef
10122,water
10132,banana
10136,raisins
10136,cabbage
10136,beef
10137,eggs
10137,butter
10138,hamburger
10140,walnuts
10142,milk
10142,sugar
10145,garlic
10145,dill
10145,butter
10154,butter
10157,potato
10157,cheese
10165,bacon
10167,salt
10167,broth
10167,chicken
10167,water
10168,honey
10174,corn
10174,tortillas
10174,salsa
10175,carrots
10175,dill
10175,peas
10179,mushrooms
10179,water
10180,potato
10180,apple
10180,pork
10189,cornstarch
10191,garlic
10191,clove
10194,salsa
10222,ham
10224,shrimp
10224,chicken
10224,butter
10242,shrimp
10250,chocolate
10264,honey
10264,lime
10264,lamb
10268,orange
10268,cheese
10268,oranges
10269,chicken
10277,fat
10277,broth
10277,water
10286,pasta
10287,sugar
10296,vinegar
10307,rotel
10307,tomatoes
10309,garlic
10309,thyme
10311,vinegar
10311,wine
10311,pepper
10312,eggs
10321,shortening
10321,butter
10326,cinnamon
10327,pumpkin
10330,cheese
10330,fat
10342,mushroom
10342,rice
10342,chicken
10343,cheese
10343,mayonnaise
10343,fat
10349,rice
10349,water
10351,pepper
10353,potato
10353,bacon
10371,onions
10375,cheese
10375,potatoes
10377,cheese
10377,hamburger
10378,potatoes
10384,coconut
10386,coconut
10396,cheese
10396,potatoes
10396,wine
10396,chicken
10401,cheese
10407,cumin
10407,cayenne
10414,sausage
10423,marshmallows
10431,cheese
10431,pepper
10432,coconut
10432,pistachios
10439,potato
10439,cheese
10439,potatoes
10445,beef
10454,garlic
10454,lime
10456,beer
10456,beef
10456,water
10460,salt
10460,garlic
10460,cloves
10471,hamburger
10471,rice
10473,potatoes
10481,cheese
10481,mushroom
10481,ham
10481,butter
10490,fat
10490,broth
10490,chicken
10490,sausage
10490,butter
10498,beef
10498,pork
10499,tortillas
10502,onions
10502,cheese
10502,potatoes
10522,potatoes
10526,mushrooms
10526,bacon
10528,ham
10528,onion
10528,bacon
10533,pineapple
10536,salt
10536,garlic
10536,cornstarch
10538,avocados
10548,peas
10564,chicken
10566,honey
10568,bacon
10569,lemon
10572,pepper
10572,rice
10572,chicken
10578,cinnamon
10578,vinegar
10590,garlic
10590,cloves
10605,coffee
10606,cheese
10606,tomatoes
10606,chicken
10611,rice
10611,chicken
10612,honey
10613,cheese
10618,salt
10618,ham
10618,cheese
10632,chicken
10637,cheese
10637,chicken
10637,fat
10642,salt
10642,pork
10642,pepper
10645,hamburger
10645,wine
10656,egg
10656,cheese
10656,eggs
10673,lemon
10679,cheese
10679,onion
10679,fat
10681,celery
10681,mustard
10686,chicken
10695,tomatoes
10699,onion
10715,tomatoes
10718,flour
10719,pepper
10720,mayonnaise
10728,allspice
10728,pecans
10728,walnuts
10729,salmon
10730,potatoes
10737,vanilla
10745,pineapple
10745,coconut
10750,salt
10750,flour
10750,sausage
10750,milk
10765,potato
10772,rice
10772,barley
10787,pepper
10787,vinegar
10787,wine
10787,cayenne
10796,carrots
10796,rice
10796,chicken
10812,orange
10820,potatoes
10822,carrots
10822,potatoes
10822,beef
10833,butter
10833,chicken
10846,beef
10852,spaghetti
10852,sausage
10856,curry
10856,rice
10856,fennel
10863,butter
10868,chicken
10889,flour
10894,broccoli
10894,cheese
10910,cheese
10913,pineapple
10916,lemon
10916,thyme
10916,potatoes
10916,broccoli
10932,cheese
10932,eggs
10932,fat
10932,egg
10932,sausage
10944,salsa
10945,turnip
10962,turkey
10974,beer
10974,rotel
10974,fat
10983,onions
10986,ham
10993,chicken
10994,tuna
10998,calories
10998,yogurt
11005,salt
11005,chicken
11007,onions
11007,potatoes
11010,potatoes
11010,asparagus
11010,parsley
11010,chicken
11016,apples
11017,fat
11017,mushroom
11017,butter
11018,eggplant
11019,nutmeg
11020,vinegar
11020,potatoes
11020,pasta
11025,horseradish
11028,salt
11028,broccoli
11035,fat
11035,cheese
11035,potatoes
11035,sauerkraut
11038,cheese
11038,chicken
11039,pepper
11041,fat
11042,sugar
11042,fat
11043,water
11044,chicken
11045,salt
11045,potatoes
11045,turnip
11045,corn
11045,carrots
11045,peas
11045,pasta
11045,turnips
11054,potato
11054,cheese
11054,turkey
11056,mushrooms
11056,onion
11056,cheese
11064,honey
11064,allspice
11072,sausage
11076,asparagus
11076,rice
11076,chicken
11079,honey
11079,butter
11081,cilantro
11085,cheese
11085,chocolate
11091,cayenne
11091,tomatoes
11100,potatoes
11100,mustard
11103,strawberries
11119,strawberry
11119,cheese
11120,flour
11120,pecans
11120,walnuts
11137,spaghetti
11137,pork
11137,water
11140,tuna
11140,mushroom
11140,protein
11140,fat
11159,yogurt
11160,milk
11160,garlic
11160,chicken
11160,butter
11174,chocolate
11176,macaroni
11176,cheese
11181,lamb
11183,mushrooms
11183,ham
11183,potatoes
11183,herbs
11183,egg
11183,pepper
11183,onions
11184,chicken
11186,chocolate
11191,salt
11198,spaghetti
11203,celery
11203,tomatoes
11207,potatoes
11207,beef
11209,zucchini
11209,cheese
11218,pork
11224,sausage
11224,beef
11231,cheese
11233,pecans
11238,sugar
11238,egg
11238,rice
11250,cloves
11250,rice
11250,water
11250,garlic
11250,mushroom
11250,onions
11250,chicken
11252,water
11263,banana
11267,cheese
11270,lamb
11272,cheese
11272,onion
11274,garlic
11274,pepper
11275,pasta
11279,onions
11281,flour
11302,salmon
11310,cheese
11310,vinegar
11310,capers
11312,milk
11312,coconut
11312,eggs
11313,cornstarch
11326,pineapple
11335,cheese
11339,egg
11339,onion
11339,eggs
11341,honey
11348,butter
11349,cayenne
11349,pepper
11357,mushrooms
11358,garlic
11362,broth
11362,tomatoes
11362,chicken
11363,egg
11363,paprika
11363,onion
11363,eggs
11371,pepper
11376,garlic
11382,banana
11385,fat
11392,egg
11392,yogurt
11392,butter
11399,zucchini
11399,curry
11399,peas
11400,salt
11400,pepper
11412,milk
11414,nutmeg
11422,cheese
11423,banana
11423,coconut
11425,coconut
11432,yogurt
11434,rice
11440,chicken
11459,mushrooms
11459,beef
11459,wine
11462,onion
11462,onions
11462,wine
11467,onion
11467,turkey
11478,cinnamon
11482,chicken
11482,salmon
11489,rice
11491,rice
11495,potatoes
11500,cheese
11500,salsa
11508,egg
11509,chicken
11519,chicken
11520,water
11520,broth
11520,beef
11520,lamb
11521,egg
11521,cheese
11521,pepper
11527,carrots
11527,basil
11527,parsley
11531,cinnamon
11532,fat
11534,beef
11534,wine
11542,ham
11554,sugar
11559,salt
11561,salt
11572,coconut
11575,turkey
11582,broccoli
11582,cheese
11582,chicken
11586,spinach
11586,peas
11610,milk
11613,beef
11620,beef
11620,pork
11625,lemon
11643,garlic
11651,sugar
11651,pecans
11651,butter
11656,cabbage
11665,chocolate
11669,sugar
11669,tomatoes
11680,cheese
11684,garlic
11685,butter
11685,garlic
11685,scallops
11689,calories
11690,lettuce
11690,onion
11690,tomatoes
11709,pork
11719,sugar
11724,mushrooms
11724,broccoli
11724,potatoes
11727,cheese
11727,craisins
11727,rice
11741,carrot
11745,sugar
11745,flour
11745,milk
11752,vanilla
11752,chocolate
11756,mushroom
11763,sausage
11763,pasta
11764,pasta
11769,catsup
11769,ketchup
11770,leeks
11772,mint
11779,onion
11779,cheese
11787,asparagus
11792,chocolate
11793,beef
11793,barley
11793,water
11796,banana
11813,margarine
11816,vanilla
11820,salt
11843,cheese
11843,tomatoes
11849,paprika
11849,onions
11851,butter
11851,chicken
11857,cheese
11857,sausage
11863,spinach
11863,cheese
11874,chocolate
11874,oatmeal
11885,milk
11905,corn
11905,turkey
11906,fat
11908,eggs
11909,lemon
11912,chicken
11923,salt
11923,salmon
11929,rice
11929,beef
11930,onions
11930,cucumber
11932,vanilla
11935,walnuts
11947,parsley
11948,rosemary
11948,potatoes
11952,banana
11967,leek
11967,carrot
11967,onion
11978,carrots
11978,ham
11987,flour
11987,butter
12000,beef
12002,potatoes
12008,cheese
12008,chocolate
12011,asparagus
12013,peanuts
12013,raisins
12013,carbohydrates
12016,chicken
12025,chicken
12026,tomatoes
12033,rice
12033,pasta
12033,chicken
12044,calories
12044,fat
12053,lemon
12053,asparagus
12054,onion
12054,rice
12055,tomatoes
12055,water
12064,cheese
12064,strawberries
12078,strawberries
12092,potato
12092,potatoes
12092,pork
12097,cheese
12100,garlic
12100,artichokes
12104,butter
12105,cheese
12133,chicken
12135,garlic
12138,corn
12139,lemon
12139,flour
12139,butter
12148,garlic
12148,water
12148,pepper
12154,pineapple
12154,cheese
12162,pork
12168,walnuts
12171,broccoli
12171,peas
12174,asparagus
12174,rice
12177,lemon
12180,egg
12180,flour
12180,chicken
12182,cheese
12182,herbs
12186,ginger
12186,pumpkin
12210,milk
12210,cheese
12210,macaroni
12216,butter
12232,dill
12233,carrots
12233,honey
12233,zucchini
12233,chicken
12235,milk
12235,vanilla
12239,cayenne
12239,sausage
12239,pepper
12240,potatoes
12240,fat
12241,asparagus
12241,broccoli
12241,ham
12241,pepper
12250,apples
12250,water
12252,peas
12253,chocolate
12265,spinach
12265,bacon
12265,chicken
12272,lemon
12274,sugar
12274,pork
12278,pineapple
12282,tomatoes
12282,pasta
12284,coconut
12284,chocolate
12287,garlic
12288,pumpkin
12288,walnuts
12294,lemon
12294,garlic
12306,tomatoes
12307,garlic
12307,potatoes
12307,chives
12308,garlic
12308,cheese
12308,oregano
12324,salt
12324,chicken
12325,tomatoes
12330,salt
12330,potatoes
12330,bacon
12330,pepper
12330,butter
12331,salt
12331,zucchini
12331,pepper
12333,pears
12336,cheese
12338,chicken
12348,cheese
12348,fat
12353,milk
12353,butter
12354,pears
12354,yogurt
12358,scallops
12358,garlic
12358,cloves
12358,shallots
12361,chicken
12363,turkey
12363,water
12368,potatoes
12371,cheese
12371,broth
12372,cabbage
12372,cayenne
12372,pepper
12377,cauliflower
12380,chicken
12384,salt
12384,garlic
12384,butter
12385,cheese
12399,cayenne
12399,chicken
12409,egg
12409,eggs
12409,cholesterol
12409,vanilla
12426,onion
12427,peanuts
12427,coconut
12429,tuna
12435,chicken
12444,sugar
12444,lime
12446,corn
12446,rice
12447,orange
12447,rice
12447,salsa
12447,chicken
12449,milk
12452,fat
12457,fat
12460,salt
12460,onion
12464,spaghetti
12506,salsa
12506,pepper
12507,water
12521,lemon
12521,asparagus
12524,onion
12530,cheese
12530,ketchup
12536,banana
12540,potatoes
12543,chocolate
12543,oatmeal
12553,cholesterol
12553,turkey
12553,fat
12555,chicken
12559,cherries
12559,chocolate
12562,basil
12562,tomatoes
12563,milk
12563,egg
12577,milk
12580,sugar
12585,garlic
12585,onion
12585,cheese
12587,rice
12588,lemon
12588,potatoes
12588,pepper
12590,rosemary
12592,shrimp
12598,celery
12598,fat
12599,cloves
12600,chicken
12604,mushroom
12604,beef
12604,onion
12607,banana
12619,butter
12619,raspberries
12619,water
12620,chicken
12629,onions
12631,potato
12631,potatoes
12649,allspice
12649,cinnamon
12656,chickpeas
12656,fat
12656,herbs
12656,basil
12656,wine
12666,cheese
12666,corn
12666,peas
12666,cranberries
12666,chicken
12671,cheese
12671,bacon
12671,broth
12671,wine
12671,chicken
12674,garlic
12674,onion
12674,clove
12678,horseradish
12686,bananas
12687,butter
12687,potatoes
12687,chicken
12693,mushrooms
12693,pasta
12693,chicken
12701,potatoes
12702,carrots
12717,hazelnuts
12723,sugar
12739,lamb
12754,chilies
12754,cheese
12754,eggs
12754,rotel
12754,milk
12754,tomatoes
12760,pepper
12763,cheese
12763,chives
12768,thyme
12773,parsley
12773,onions
12774,pepper
12779,tomatoes
12785,rice
12796,tomatoes
12797,cheese
12800,cheese
12800,salsa
12800,fat
12805,chicken
12807,mushrooms
12807,celery
12812,onion
12812,herbs
12812,zucchini
12812,onions
12812,tomatoes
12816,lemon
12816,broth
12816,rice
12816,chicken
12817,strawberry
12817,yogurt
12829,chocolate
12830,mushrooms
12830,onion
12830,garlic
12830,spinach
12830,onions
12830,chicken
12837,asparagus
12837,cheese
12837,eggs
12839,orange
12839,yogurt
12844,corn
12844,tomatoes
12846,sugar
12846,corn
12846,coffee
12850,garlic
12850,chicken
12860,ginger
12861,lettuce
12876,broccoli
12876,cauliflower
12876,cheese
12885,avocado
12890,fat
12890,pasta
12890,pepper
12899,apple
12910,garlic
12910,chicken
12914,sausage
12914,tomatoes
12916,mushrooms
12916,water
12922,lemon
12922,shrimp
12928,spaghetti
12928,sausage
12928,beef
12932,chicken
12934,calories
12934,ginger
12937,cheese
12940,avocado
12947,blueberries
12947,strawberries
12952,fat
12966,chicken
12969,garlic
12970,spaghetti
12975,mint
12978,potatoes
12994,greens
12996,chocolate
13008,mushrooms
13008,garlic
13008,tomatoes
13011,chicken
13017,chocolate
13021,egg
13027,macaroni
13031,pepper
13038,garlic
13038,clove
13046,vanilla
13048,chicken
13064,mango
13064,mushroom
13064,salsa
13091,fat
13106,cherries
13106,chocolate
13114,sage
13114,chicken
13117,cheese
13122,fat
13124,peas
13126,sugar
13133,garlic
13135,cauliflower
13135,cheese
13140,rum
13141,sugar
13141,vanilla
13154,pork
13160,spaghetti
13160,chicken
13161,cheese
13161,lettuce
13173,potatoes
13173,wine
13173,water
13179,coffee
13179,chocolate
13182,chilies
13182,cheese
13185,milk
13185,honey
13193,orange
13207,salt
13207,garlic
13208,pepper
13219,potato
13219,garlic
13224,wine
13227,mushrooms
13227,turkey
13227,garlic
13227,pepper
13227,spinach
13240,pecans
13240,coffee
13243,egg
13243,cheese
13243,salmon
13245,shrimp
13250,sugar
13250,avocado
13250,salsa
13255,cheese
13255,asparagus
13255,vinegar
13256,garlic
13256,asparagus
13256,potatoes
13256,chicken
13257,cumin
13257,butter
13258,strawberries
13258,chocolate
13260,butter
13260,parsley
13260,pepper
13264,ginger
13267,mayonnaise
13276,tomatoes
13283,garlic
13283,vinegar
13289,potatoes
13289,potato
13289,beef
13289,broth
13289,milk
13289,butter
13291,peanuts
13297,chocolate
13306,chocolate
13307,pork
13309,carrots
13309,coffee
13309,walnuts
13312,milk
13312,vanilla
13314,cheese
13314,chicken
13316,garlic
13316,butter
13322,bananas
13331,rosemary
13331,onion
13331,turkey
13331,bacon
13339,spinach
13345,chocolate
13351,garlic
13351,onion
13351,cheese
13352,strawberry
13352,fat
13359,eggs
13361,turkey
13361,sausage
13368,pork
13390,bananas
13393,onion
13393,potatoes
13416,apple
13418,sauerkraut
13433,lemon
13433,asparagus
13436,garlic
13436,cloves
13436,ginger
13445,turkey
13445,bacon
13445,pork
13449,fat
13451,mushrooms
13451,onion
13451,cayenne
13451,pepper
13451,mushroom
13460,blueberries
13460,cherries
13462,chilies
13462,cumin
13465,milk
13475,fat
13480,chicken
13484,milk
13484,yogurt
13484,cucumber
13510,carrots
13510,peas
13518,pineapple
13518,oranges
13522,pork
13529,rice
13533,salsa
13533,lime
13539,tomatoes
13545,salt
13546,bacon
13546,butter
13550,lime
13552,limes
13552,lime
13552,chicken
13558,chicken
13560,tomatoes
13560,butter
13561,cheese
13561,cumin
13561,chicken
13563,onions
13564,chilies
13565,vanilla
13589,shrimp
13600,cheese
13600,rice
13600,broth
13600,onions
13600,tomatoes
13600,chicken
13618,ketchup
13618,mustard
13618,butter
13625,milk
13626,vinegar
13633,cayenne
13640,chicken
13652,blueberries
13652,dates
13674,rotel
13674,bacon
13685,garlic
13685,cumin
13694,milk
13694,egg
13695,salmon
13695,rice
13695,greens
13701,mushrooms
13701,tofu
13701,rice
13711,pepper
13712,thyme
13720,lemon
13721,onions
13727,rice
13727,lamb
13729,orange
13729,onion
13729,cheese
13737,strawberries
13747,tarragon
13748,kielbasa
13759,beer
13759,pepper
13759,lemon
13759,wine
13759,chicken
13767,lemon
13767,lime
13771,salmon
13782,peanuts
13788,potato
13788,garlic
13788,sage
13790,flour
13793,onion
13793,mayonnaise
13798,strawberries
13807,vanilla
13809,broth
13809,rice
13809,chicken
13818,salt
13824,tomatoes
13825,chicken
13841,sugar
13841,rhubarb
13852,raisins
13852,pecans
13852,dates
13853,onion
13862,strawberry
13863,lime
13866,broccoli
13866,butter
13873,cheese
13873,wine
13873,water
13877,cranberries
13877,currants
13877,chicken
13879,asparagus
13894,mushrooms
13894,zucchini
13894,mustard
13895,pecans
13907,sugar
13918,fat
13925,cheese
13930,corn
13930,cheese
13931,mushrooms
13933,rice
13933,squash
13936,mustard
13942,tomatoes
13942,butter
13952,potatoes
13958,pepper
13967,lemon
13970,potato
13974,corn
13976,chicken
13978,spinach
13978,ham
13978,onion
13990,vanilla
14004,broccoli
14004,garlic
14004,beef
14027,lentils
14030,milk
14030,cheese
14030,butter
14041,spaghetti
14041,cheese
14041,onion
14043,cheese
14093,lemon
14099,cheese
14100,mushrooms
14106,nutmeg
14106,barley
14107,berries
14109,salt
14109,cheese
14116,spaghetti
14116,garlic
14116,salt
14123,beef
14133,chocolate
14134,sugar
14134,corn
14139,beef
14152,salsa
14152,chicken
14162,potatoes
14165,orange
14165,cheese
14165,raspberries
14165,strawberries
14166,broccoli
14168,chicken
14175,garlic
14175,dill
14177,fat
14177,butter
14193,potatoes
14196,garlic
14213,buttermilk
14213,strawberries
14234,egg
14234,pork
14234,fat
14236,flour
14236,butter
14242,macaroni
14242,potatoes
14243,coffee
14281,chocolate
14282,rosemary
14282,potatoes
14285,water
14286,lime
14289,flour
14295,mushroom
14295,celery
14318,clove
14319,applesauce
14319,chocolate
14337,cheese
14337,potatoes
14337,fat
14337,bacon
14337,sage
14337,asparagus
14338,fat
14338,potatoes
14338,chicken
14343,corn
14343,barley
14351,pork
14363,mushrooms
14372,onion
14372,chicken
14390,shrimp
14393,yogurt
14400,mustard
14454,coffee
14455,hamburger
14455,sausage
14457,banana
14460,mushroom
14464,pepper
14464,cheese
14464,chicken
14468,milk
14468,broth
14468,chicken
14469,curry
14469,pepper
14477,corn
14477,salsa
14483,chicken
14484,milk
14488,sugar
14500,salt
14500,shallots
14500,rice
14500,water
14500,onions
14500,cilantro
14500,chicken
14502,sugar
14502,cheese
14502,milk
14502,butter
14503,potato
14513,spaghetti
14513,pepper
14520,chocolate
14521,pork
14521,butter
14557,garlic
14557,cloves
14563,carrots
14563,chicken
14563,couscous
14563,peas
14573,allspice
14573,cloves
14573,rice
14573,lamb
14574,lemon
14575,carrots
14575,coconut
14577,coconut
14598,mushroom
14610,salmon
14612,scallion
14612,onions
14617,shortening
14619,cornflour
14623,zucchini
14623,corn
14623,cheese
14629,vinegar
14638,blueberries
14641,mushrooms
14641,rice
14641,onions
14647,walnuts
14658,corn
14658,pasta
14658,peas
14666,rhubarb
14666,orange
14673,cheese
14676,onion
14687,mushrooms
14687,milk
14689,chicken
14708,cheese
14708,fat
14714,yoghurt
14715,potatoes
14717,basil
14728,okra
14728,cayenne
14728,greens
14728,sausage
14728,chicken
14733,honey
14733,mustard
14735,orange
14735,chicken
14736,milk
14736,coconut
14736,rice
14749,carrots
14759,beef
14786,lemon
14786,bacon
14788,egg
14788,lemon
14788,sugar
14788,lime
14795,lamb
14796,rice
14797,horseradish
14803,cabbage
14814,milk
14814,coffee
14816,zucchini
14820,lamb
14822,fat
14822,chicken
14827,garlic
14829,cheese
14835,cheese
14835,potatoes
14850,onion
14862,mint
14865,vinegar
14865,wine
14875,spinach
14875,pasta
14879,chicken
14881,flour
14882,chocolate
14882,shortening
14882,butter
14894,chocolate
14895,butter
14897,chocolate
14898,broth
14898,chicken
14899,turkey
14899,chicken
14907,salsa
14911,cheese
14912,potatoes
14915,tomatoes
14918,eggs
14918,mustard
14920,spaghetti
14920,sausage
14928,garlic
14928,cheese
14928,bacon
14928,chicken
14931,tarragon
14931,carrots
14931,oranges
14932,cheese
14934,lime
14935,fat
14944,spinach
14944,butter
14946,onions
14946,lamb
14954,peanuts
14975,asparagus
14975,chicken
14975,shallots
14993,cheese
14996,asparagus
14999,potato
15012,chicken
15014,milk
15014,corn
15014,cayenne
15014,pepper
15018,cheese
15018,tomatoes
15018,rice
15018,lettuce
15028,ham
15028,bacon
15040,broccoli
15040,chicken
15042,raisins
15042,coffee
15046,garlic
15054,cinnamon
15056,eggs
15059,broth
15059,beef
15068,chocolate
15073,tomatoes
15076,cheese
15076,salsa
15076,fat
15076,scallions
15076,tortillas
15076,chicken
15085,spinach
15101,raisins
15101,pecans
15101,butter
15104,spinach
15104,tortillas
15114,eggs
15114,water
15122,oregano
15129,dill
15129,bacon
15133,banana
15134,chilies
15134,chicken
15134,fat
15138,spinach
15138,flour
15138,bisquick
15139,corn
15139,garlic
15140,strawberry
15148,nutmeg
15150,yogurt
15160,cabbage
15161,mushrooms
15161,garlic
15161,clove
15165,macaroni
15165,cheese
15176,garlic
15176,tomatoes
15177,cinnamon
15177,pumpkin
15180,milk
15181,potato
15196,margarine
15196,potatoes
15196,shallots
15201,garlic
15201,chicken
15208,orange
15212,beet
15221,pepper
15227,fat
15230,pasta
15230,chicken
15232,orange
15232,coconut
15232,cherries
15232,pineapple
15246,strawberries
15248,peanuts
15248,onion
15248,parsley
15252,shrimp
15253,butter
15254,rice
15255,sugar
15255,rhubarb
15259,ginger
15259,rice
15259,chicken
15272,pumpkin
15275,pepper
15281,ham
15282,garlic
15282,onions
15282,beef
15288,butter
15288,orange
15288,strawberry
15288,chocolate
15291,potato
15291,broth
15291,celery
15291,chicken
15307,bacon
15307,mustard
15310,vanilla
15310,chocolate
15318,pork
15321,pork
15329,mushrooms
15329,flour
15329,pasta
15329,pepper
15329,onions
15346,pasta
15346,potatoes
15346,beef
15352,water
15353,sugar
15353,cabbage
15353,salt
15353,beef
15357,rice
15357,cornstarch
15357,water
15362,garlic
15362,horseradish
15362,mustard
15369,cucumber
15369,butter
15374,turkey
15374,beef
15379,spinach
15389,potatoes
15403,apple
15403,cinnamon
15411,curry
15423,corn
15431,carrots
15431,shrimp
15444,lemon
15447,tofu
15447,beef
15459,salmon
15460,carrots
15460,peas
15461,peanuts
15461,pasta
15471,beef
15488,apples
15488,apple
15489,onion
15489,turkey
15489,cheese
15495,garlic
15500,broccoli
15500,fat
15500,beef
15500,chicken
15501,salmon
15518,apples
15518,beef
15518,pork
15523,oregano
15523,onion
15523,garlic
15523,oats
15523,basil
15526,cinnamon
15531,spaghetti
15531,fat
15531,cheese
15531,butter
15543,fat
15544,salsa
15553,garlic
15555,chicken
15564,chocolate
15569,beets
15587,vinegar
15598,orange
15598,vanilla
15599,potatoes
15604,eggs
15611,chicken
15612,buttermilk
15613,onion
15614,broccoli
15614,cheese
15616,coffee
15623,mustard
15629,chicken
15632,strawberries
15641,egg
15648,water
15656,vinegar
15670,raisins
15670,cashews
15671,wine
15673,rhubarb
15676,apples
15676,blueberries
15688,tarragon
15688,garlic
15694,cornmeal
15694,squash
15707,fat
15707,oranges
15707,limes
15717,cinnamon
15721,apple
15727,cheese
15731,milk
15731,vanilla
15739,celery
15755,garlic
15756,sugar
15757,coconut
15759,tuna
15759,rice
15767,vodka
15767,chicken
15777,carrots
15777,potatoes
15779,raisins
15782,rice
15782,garlic
15782,lemon
15782,onions
15782,cilantro
15786,eggs
15787,paprika
15787,cabbage
15788,pepper
15788,mustard
15792,cheese
15792,sugar
15792,egg
15792,protein
15792,milk
15803,rhubarb
15818,sugar
15818,pork
15827,egg
15827,flour
15829,cheese
15835,walnuts
15835,butter
15844,butter
15849,mushrooms
15856,lemon
15862,apple
15872,garlic
15878,oranges
15890,bisquick
15894,vanilla
15900,turkey
15903,broccoli
15926,pork
15928,cheese
15937,strawberry
15938,butter
15947,basil
15948,corn
15948,horseradish
15949,sugar
15953,pepper
15953,tomatoes
15953,butter
15955,mushrooms
15955,broth
15955,rice
15955,chicken
15964,lemon
15964,cilantro
15986,onion
15986,pasta
15986,pepper
15988,salmon
15991,salmon
16017,milk
16019,chocolate
16022,cheese
16022,sausage
16031,sugar
16031,orange
16031,pineapple
16031,pecans
16034,cheese
16034,cinnamon
16034,sugar
16034,apple
16034,apples
16048,spaghetti
16054,chicken
16055,salt
16059,cauliflower
16065,onions
16065,carrots
16065,horseradish
16069,carrots
16073,sugar
16081,orange
16086,pasta
16100,sugar
16100,tuna
16100,water
16102,honey
16104,peas
16106,pork
16108,sugar
16123,pasta
16123,avocados
16124,sugar
16136,chocolate
16136,butter
16143,garlic
16143,thyme
16148,salsa
16150,butter
16151,onion
16162,chicken
16172,garlic
16172,cloves
16173,garlic
16173,rosemary
16188,cheese
16188,salsa
16189,spinach
16189,pecans
16189,lettuce
16191,onions
16191,potatoes
16199,basil
16199,rice
16199,peas
16200,bacon
16213,mayonnaise
16233,tuna
16251,butter
16253,butter
16283,honey
16283,yogurt
16283,cloves
16298,egg
16298,coconut
16301,chicken
16303,beef
16303,pork
16312,potato
16312,potatoes
16328,pork
16328,applesauce
16329,garlic
16329,spinach
16329,pepper
16337,dill
16346,buttermilk
16346,chocolate
16352,strawberry
16358,salmon
16359,pork
16361,wine
16364,wine
16376,chicken
16379,lemon
16384,rice
16390,yogurt
16390,fat
16395,vinegar
16398,sugar
16402,rice
16403,shortening
16403,butter
16411,lemon
16411,berries
16417,fat
16427,sausage
16429,butter
16433,banana
16433,bananas
16438,calories
16438,broccoli
16438,cauliflower
16451,spinach
16453,spinach
16454,macaroni
16454,cheese
16454,ham
16454,spinach
16455,pork
16455,chicken
16456,milk
16457,eggs
16461,salsa
16464,cheese
16482,vanilla
16491,peas
16493,garlic
16497,raisins
16507,tomatoes
16511,pork
16511,rice
16511,parsley
16511,pepper
16511,carrot
16522,pears
16533,onion
16533,onions
16533,chicken
16535,rice
16537,rice
16538,jicama
16543,lemon
16543,cheese
16543,couscous
16543,fat
16544,strawberries
16550,tomatoes
16552,horseradish
16568,garlic
16568,onions
16568,butter
16571,vinegar
16571,wine
16571,water
16573,cheese
16573,cilantro
16576,apple
16604,onions
16619,onion
